rom,game,year,company,genre,platform
mice2_6809,MICE-II 6809(E) (Rev-L),1987,Microtek,Keyboard/Typing,Arcade Hardware (Unknown)
mice2_8085,MICE-II 8085 (Rev-M),1987,Microtek,Keyboard/Typing,Arcade Hardware (Unknown)
tim011,TIM-011,1987,Mihajlo Pupin Institute,Keyboard/Typing,Arcade Hardware (Unknown)
geneve,Geneve 9640,1987,Myarc,Action (Multiplayer),Arcade Hardware (Unknown)
npc8300,PC-8300,1987,NEC,Keyboard/Typing,Arcade Hardware (Unknown)
pc8801fa,PC-8801FA,1987,NEC,Action,Arcade Hardware (Unknown)
pc8801ma,PC-8801MA,1987,NEC,Action,Arcade Hardware (Unknown)
pc88va,PC-88VA,1987,NEC,Action,Arcade Hardware (Unknown)
pc9801ux,PC-9801UX,1987,NEC,Action (Multiplayer),Arcade Hardware (Unknown)
pce,PC Engine,1987,NEC / Hudson Soft,Action,Arcade Hardware (Unknown)
butasanj,"Butasan (Japan, Japanese)",1987,NMK (Jaleco license),Action (Multiplayer),Arcade Hardware (Unknown)
butasan,"Butasan - Pig's & Bomber's (Japan, English)",1987,NMK (Jaleco license),Action (Multiplayer),Arcade Hardware (Unknown)
blazer,Blazer (Japan),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
dspirit2,Dragon Spirit (DS2),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
dspirit,Dragon Spirit (new version (DS3)),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
dspirit1,Dragon Spirit (old version (DS1)),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
finallapjb,"Final Lap (Japan, Rev B)",1987,Namco,Dial/Paddle,Namco Arcade Hardware
finallapjc,"Final Lap (Japan, Rev C)",1987,Namco,Dial/Paddle,Namco Arcade Hardware
finallapc,Final Lap (Rev C),1987,Namco,Dial/Paddle,Namco Arcade Hardware
finallapd,Final Lap (Rev D),1987,Namco,Dial/Paddle,Namco Arcade Hardware
finallap,Final Lap (Rev E),1987,Namco,Dial/Paddle,Namco Arcade Hardware
galaga88,Galaga '88,1987,Namco,Action (Multiplayer),Namco Arcade Hardware
galaga88a,Galaga '88 (02-03-88),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
galaga88j,Galaga '88 (Japan),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
kungfur,Kung-Fu Roushi,1987,Namco,Action,Namco Arcade Hardware
pacmania,Pac-Mania,1987,Namco,Action (Multiplayer),Namco Arcade Hardware
pacmaniao,Pac-Mania (111187 sound program),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
pacmaniaj,Pac-Mania (Japan),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
quester,Quester (Japan),1987,Namco,Dial/Paddle,Namco Arcade Hardware
questers,Quester Special Edition (Japan),1987,Namco,Dial/Paddle,Namco Arcade Hardware
shadowld,Shadowland (YD3),1987,Namco,Action (Multiplayer),Namco Arcade Hardware
wndrmomo,Wonder Momo,1987,Namco,Action (Multiplayer),Namco Arcade Hardware
youkaidk2,"Youkai Douchuuki (Japan, new version (YD2, Rev B))",1987,Namco,Action (Multiplayer),Namco Arcade Hardware
youkaidk1,"Youkai Douchuuki (Japan, old version (YD1))",1987,Namco,Action (Multiplayer),Namco Arcade Hardware
tkoboxng,Vs. T.K.O. Boxing,1987,Namco / Data East USA,Fighting,Arcade Hardware (Unknown)
androidp,"Android (prototype, later build)",1987,Nasco,Action (Multiplayer),Arcade Hardware (Unknown)
next,NeXT Computer,1987,Next Software Inc,Keyboard/Typing,Arcade Hardware (Unknown)
bijokkoy,Bijokko Yume Monogatari (Japan 870925),1987,Nichibutsu,Arcade,Arcade Hardware (Unknown)
legionj,"Chouji Meikyuu Legion (Japan ver 1.05, set 1)",1987,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
legionj2,"Chouji Meikyuu Legion (Japan ver 1.05, set 2)",1987,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
housemnq,House Mannequin (Japan 870217),1987,Nichibutsu,Arcade,Arcade Hardware (Unknown)
housemn2,House Mannequin Roppongi Live hen (Japan 870418),1987,Nichibutsu,Arcade,Arcade Hardware (Unknown)
iemoto,Iemoto (Japan 871020),1987,Nichibutsu,Arcade,Arcade Hardware (Unknown)
horekid,Kid no Hore Hore Daisakusen,1987,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
kozure,Kozure Ookami (Japan),1987,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
legion,Legion - Spinner-87 (World ver 2.03),1987,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
ojousan,Ojousan (Japan 871204),1987,Nichibutsu,Arcade,Arcade Hardware (Unknown)
seiha,Seiha (Japan 870725),1987,Nichibutsu,Arcade,Arcade Hardware (Unknown)
terraf,Terra Force,1987,Nichibutsu,Action (Multiplayer),Arcade Hardware (Unknown)
terrafj,Terra Force (Japan),1987,Nichibutsu Japan,Action (Multiplayer),Arcade Hardware (Unknown)
terrafu,Terra Force (US),1987,Nichibutsu USA,Action (Multiplayer),Arcade Hardware (Unknown)
terrafua,"Terra Force (US, alternate sound)",1987,Nichibutsu USA,Action (Multiplayer),Arcade Hardware (Unknown)
freekicka,Free Kick (NS6201-A 1987.9),1987,Nihon System,Dial/Paddle,Arcade Hardware (Unknown)
freekick,Free Kick (NS6201-A 1987.10),1987,Nihon System (Merit license),Dial/Paddle,Arcade Hardware (Unknown)
pbillrds,"Perfect Billiard (MC-8123, 317-0030)",1987,Nihon System (Sega license),Action (Multiplayer),Arcade Hardware (Unknown)
pbillrdsa,"Perfect Billiard (MC-8123, 317-5008)",1987,Nihon System (Sega license),Action (Multiplayer),Arcade Hardware (Unknown)
pbillrd,Perfect Billiard,1987,Nihon System (United Artists license),Action (Multiplayer),Arcade Hardware (Unknown)
gnw_bsweep,Game & Watch: Bomb Sweeper,1987,Nintendo,Action,Arcade Hardware (Unknown)
pc_miket,Mike Tyson's Punch-Out!! (PlayChoice-10),1987,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
nespal,Nintendo Entertainment System (PAL),1987,Nintendo,Action (Multiplayer),Arcade Hardware (Unknown)
n8810m15,8810 M15,1987,Nixdorf Computer AG,Keyboard/Typing,Arcade Hardware (Unknown)
accord,Accord,1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
nprimo,Primo (Novag),1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
sexperta1,"Super Expert (version A, set 2)",1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
sexperta2,"Super Expert (version A, set 3)",1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
sfortea,"Super Forte (version A, set 1)",1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
sfortea1,"Super Forte (version A, set 2)",1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
sfortea2,"Super Forte (version A, set 3)",1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
nvip,VIP (Novag),1987,Novag Industries / Intelligent Heuristic Programming,Keyboard/Typing,Arcade Hardware (Unknown)
nvs_platoon,Vs. Platoon,1987,Ocean Software Limited,Fighting,Arcade Hardware (Unknown)
m240,M240,1987,Olivetti,Keyboard/Typing,Arcade Hardware (Unknown)
m290,M290,1987,Olivetti,Keyboard/Typing,Arcade Hardware (Unknown)
olivpc1,Prodest PC 1,1987,Olivetti,Keyboard/Typing,Arcade Hardware (Unknown)
pro128s,Prodest PC 128S,1987,Olivetti,Keyboard/Typing,Arcade Hardware (Unknown)
pes,VPU-01 Speech box,1987,Pacific Educational Systems,Keyboard/Typing,Arcade Hardware (Unknown)
fsa1f,"FS-A1F (MSX2, Japan)",1987,Panasonic,Action (Multiplayer),Arcade Hardware (Unknown)
fsa1mk2,"FS-A1MK2 (MSX2, Japan)",1987,Panasonic,Action (Multiplayer),Arcade Hardware (Unknown)
bikkuric,Bikkuri Card (Japan),1987,Peni,Action,Konami Arcade
pbo,BO (Videosynthesizer Prototype),1987,Philips,Keyboard/Typing,Arcade Hardware (Unknown)
nms8220,"NMS 8220 (MSX2, Europe)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8245,"NMS 8245 (MSX2, Europe)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8245f,"NMS 8245F (MSX2, France)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8250,"NMS 8250 (MSX2, Europe)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8250_16,"NMS 8250/16 (MSX2, Spain)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8250_19,"NMS 8250/19 (MSX2, France)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8255,"NMS 8255 (MSX2, Europe)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8255f,"NMS 8255F (MSX2, France)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8260,"NMS 8260 (MSX2, Prototype)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
nms8280,"NMS 8280 (MSX2, Europe)",1987,Philips,Action (Multiplayer),Arcade Hardware (Unknown)
ucv102,"UC-V102 (MSX2, Japan)",1987,Pioneer,Action (Multiplayer),Arcade Hardware (Unknown)
psionp200a,Organiser II Alpha POS 200,1987,Psion,Keyboard/Typing,Arcade Hardware (Unknown)
psionp200,Organiser II POS 200,1987,Psion,Keyboard/Typing,Arcade Hardware (Unknown)
super21p,Super 21,1987,Public MNG,Arcade,Arcade Hardware (Unknown)
qvt190,QVT-190,1987,Qume,Arcade,Arcade Hardware (Unknown)
pc_rcpam,R.C. Pro-Am (PlayChoice-10),1987,Rare,Action (Multiplayer),Arcade Hardware (Unknown)
babydad,Baby Dado,1987,Recreativos Franco,Arcade,Arcade Hardware (Unknown)
mmonty,Master Monty,1987,Ritam,Keyboard/Typing,Arcade Hardware (Unknown)
kc87_10,KC 87.10,1987,Robotron,Keyboard/Typing,Arcade Hardware (Unknown)
kc87_11,KC 87.11,1987,Robotron,Keyboard/Typing,Arcade Hardware (Unknown)
kc87_20,KC 87.20,1987,Robotron,Keyboard/Typing,Arcade Hardware (Unknown)
kc87_21,KC 87.21,1987,Robotron,Keyboard/Typing,Arcade Hardware (Unknown)
d50o,D-50 Linear Synthesizer (Ver. 1.xx),1987,Roland,Arcade,Arcade Hardware (Unknown)
d50,D-50 Linear Synthesizer (Ver. 2.xx),1987,Roland,Arcade,Arcade Hardware (Unknown)
d550,D-550 Linear Synthesizer,1987,Roland,Arcade,Arcade Hardware (Unknown)
mks100,MKS-100 Digital Sampler,1987,Roland,Arcade,Arcade Hardware (Unknown)
mks50,MKS-50 Synthesizer Module,1987,Roland,Arcade,Arcade Hardware (Unknown)
mks70,MKS-70 Super JX Polyphonic Synthesizer,1987,Roland,Arcade,Arcade Hardware (Unknown)
mt32,MT-32,1987,Roland,Dial/Paddle,Arcade Hardware (Unknown)
pg1000,PG-1000 Linear Synthesizer Programmer,1987,Roland,Arcade,Arcade Hardware (Unknown)
pr100_201,PR-100 Digital Sequencer (v2.01),1987,Roland,Arcade,Arcade Hardware (Unknown)
pr100,PR-100 Digital Sequencer (v2.02),1987,Roland,Arcade,Arcade Hardware (Unknown)
s220,S-220 Digital Sampler,1987,Roland,Arcade,Arcade Hardware (Unknown)
s50,S-50 Digital Sampling Keyboard,1987,Roland,Arcade,Arcade Hardware (Unknown)
s550,S-550 Digital Sampler,1987,Roland,Arcade,Arcade Hardware (Unknown)
partner,Partner-01.01,1987,SAM SKB VM,Keyboard/Typing,Arcade Hardware (Unknown)
bermudatj,Bermuda Triangle (Japan),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
bermudata,Bermuda Triangle (World Wars) (US),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
bermudat,Bermuda Triangle (World?),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
gwar,Guerrilla War (US),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
gwara,"Guerrilla War (Version 1, set 1)",1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
gwarab,"Guerrilla War (Version 1, set 2)",1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
gwarj,Guevara (Japan),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
psychosj,Psycho Soldier (Japan),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
psychos,Psycho Soldier (US),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
tdfeverj,TouchDown Fever (Japan),1987,SNK,Dial/Paddle,Arcade Hardware (Unknown)
tdfever,TouchDown Fever (US),1987,SNK,Dial/Paddle,Arcade Hardware (Unknown)
worldwar,World Wars (World?),1987,SNK,Action (Multiplayer),Arcade Hardware (Unknown)
ax350,"AX-350 (MSX2, Arabic)",1987,Sakhr,Action (Multiplayer),Arcade Hardware (Unknown)
ax350ii,"AX-350 II (MSX2, Arabic)",1987,Sakhr,Action (Multiplayer),Arcade Hardware (Unknown)
ax350iif,"AX-350 II F (MSX2, Arabic)",1987,Sakhr,Action (Multiplayer),Arcade Hardware (Unknown)
ax500,"AX-500 (MSX2, Arabic)",1987,Sakhr,Action (Multiplayer),Arcade Hardware (Unknown)
spc1500,SPC-1500,1987,Samsung,Action,Arcade Hardware (Unknown)
smb3bl,Super Mario Bros. 3 (NES bootleg),1987,Sang Ho Soft,Action (Multiplayer),Arcade Hardware (Unknown)
chinsan,"Ganbare Chinsan Ooshoubu (MC-8123A, 317-5012)",1987,Sanritsu,Arcade,Arcade Hardware (Unknown)
combh,Combat Hawk,1987,Sanritsu / Sega,Action (Multiplayer),Arcade Hardware (Unknown)
mpc2300,"MPC-2300 (MSX2, USSR)",1987,Sanyo,Action (Multiplayer),Arcade Hardware (Unknown)
mpc2500f,"MPC-2500FD (MSX2, USSR)",1987,Sanyo,Action (Multiplayer),Arcade Hardware (Unknown)
phc23jb,"PHC-23JB / Wavy23 (MSX2, Japan)",1987,Sanyo,Action (Multiplayer),Arcade Hardware (Unknown)
phc77,"PHC-77 / Wavy77 (MSX2, Japan)",1987,Sanyo,Action (Multiplayer),Arcade Hardware (Unknown)
stratos,Kasparov Stratos (set 1),1987,SciSys / Heuristic Software,Keyboard/Typing,Arcade Hardware (Unknown)
stratosa,Kasparov Stratos (set 2),1987,SciSys / Heuristic Software,Keyboard/Typing,Arcade Hardware (Unknown)
sms1000,SMS-1000,1987,Scientific Micro Systems,Keyboard/Typing,Arcade Hardware (Unknown)
aburner,After Burner,1987,Sega,Action,Sega Arcade Hardware
mt_aftrb,"After Burner (Mega-Tech, SMS based)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
aburner2,After Burner II,1987,Sega,Action,Sega Arcade Hardware
aburner2g,After Burner II (German),1987,Sega,Action,Sega Arcade Hardware
mt_asyn,"Alien Syndrome (Mega-Tech, SMS based)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
aliensynjo,"Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033)",1987,Sega,Action (Multiplayer),Sega System 16
aliensyn2,"Alien Syndrome (set 2, System 16A, FD1089A 317-0033)",1987,Sega,Action (Multiplayer),Sega System 16
aliensyn3,"Alien Syndrome (set 3, System 16B, FD1089A 317-0033)",1987,Sega,Action (Multiplayer),Sega System 16
aliensyn,"Alien Syndrome (set 4, System 16B, unprotected)",1987,Sega,Action (Multiplayer),Sega System 16
aliensyn5,"Alien Syndrome (set 5, System 16A, FD1089B 317-0037)",1987,Sega,Action (Multiplayer),Sega System 16
aliensynj,"Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033)",1987,Sega,Action (Multiplayer),Sega System 16
aliensyn7,"Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx)",1987,Sega,Action (Multiplayer),Sega System 16
bullet,Bullet (FD1094 317-0041),1987,Sega,Arcade,Sega System 16
defense,"Defense (System 16B, FD1089A 317-0028)",1987,Sega,Trackball,Sega System 16
dunkshota,"Dunk Shot (Rev A, FD1089A 317-0022)",1987,Sega,Trackball,Sega System 16
dunkshot,"Dunk Shot (Rev C, FD1089A 317-0022)",1987,Sega,Trackball,Sega System 16
mt_fz,"Fantasy Zone (Mega-Tech, SMS based)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
mt_gfoot,"Great Football (Mega-Tech, SMS based)",1987,Sega,Sports,Sega Arcade Hardware
mt_ggolf,"Great Golf (Mega-Tech, SMS based)",1987,Sega,Sports,Sega Arcade Hardware
hwchampj,Heavyweight Champ (Japan) (FD1094 317-0046),1987,Sega,Action (Multiplayer),Sega System 16
hwchamp,Heavyweight Champ (set 1),1987,Sega,Action (Multiplayer),Sega System 16
hwchampa,Heavyweight Champ (set 2),1987,Sega,Action (Multiplayer),Sega System 16
smsj,Master System (Japan),1987,Sega,Action (Multiplayer),Sega Arcade Hardware
opaopa,"Opa Opa (MC-8123, 317-0042)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
opaopan,"Opa Opa (Rev A, unprotected)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
mt_orun,"Out Run (Mega-Tech, SMS based)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
mt_parlg,"Parlour Games (Mega-Tech, SMS based)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
sdi,"SDI - Strategic Defense Initiative (Japan, newer, System 16A, FD1089B 317-0027)",1987,Sega,Trackball,Sega System 16
sdia,"SDI - Strategic Defense Initiative (Japan, old, System 16A, FD1089B 317-0027)",1987,Sega,Trackball,Sega System 16
sdib,"SDI - Strategic Defense Initiative (System 16B, FD1089A 317-0028)",1987,Sega,Trackball,Sega System 16
mt_shnbi,"Shinobi (Mega-Tech, SMS based)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
shinobi1,"Shinobi (set 1, System 16A) (FD1094 317-0050)",1987,Sega,Action (Multiplayer),Sega System 16
shinobi2,"Shinobi (set 2, System 16B) (FD1094 317-0049)",1987,Sega,Action (Multiplayer),Sega System 16
shinobi3,"Shinobi (set 3, System 16B) (MC-8123B 317-0054)",1987,Sega,Action (Multiplayer),Sega System 16
shinobi4,"Shinobi (set 4, System 16B) (MC-8123B 317-0054)",1987,Sega,Action (Multiplayer),Sega System 16
shinobi5,"Shinobi (set 5, System 16B) (unprotected)",1987,Sega,Action (Multiplayer),Sega System 16
shinobi,"Shinobi (set 6, System 16A) (unprotected)",1987,Sega,Action (Multiplayer),Sega System 16
shinobi6,"Shinobi (set 6, System 16B) (unprotected)",1987,Sega,Action (Multiplayer),Sega System 16
shtzone,Shooting Zone System BIOS,1987,Sega,Shooter,Sega Arcade Hardware
sonicbom,Sonic Boom (FD1094 317-0053),1987,Sega,Action (Multiplayer),Sega System 16
shangonho,"Super Hang-On (Hang-On conversion, Japan, FD1094 317-0039)",1987,Sega,Dial/Paddle,Sega Arcade Hardware
shangonro,"Super Hang-On (Hang-On conversion, ride-on, Japan, FD1094 317-0038)",1987,Sega,Dial/Paddle,Sega Arcade Hardware
shangon1,Super Hang-On (mini ride-on) (FD1089B 317-0034),1987,Sega,Dial/Paddle,Sega Arcade Hardware
shangon2,"Super Hang-On (mini ride-on, Rev A) (FD1089B 317-0034)",1987,Sega,Dial/Paddle,Sega Arcade Hardware
shangon3,Super Hang-On (sitdown/upright) (FD1089B 317-0034),1987,Sega,Dial/Paddle,Sega Arcade Hardware
shangon,Super Hang-On (sitdown/upright) (unprotected),1987,Sega,Dial/Paddle,Sega Arcade Hardware
suprleag,Super League (FD1094 317-0045),1987,Sega,Trackball,Sega System 16
thndrbld1,Thunder Blade (deluxe/standing) (unprotected),1987,Sega,Action,Sega Arcade Hardware
thndrbld,Thunder Blade (upright) (FD1094 317-0056),1987,Sega,Action,Sega Arcade Hardware
timescan1,"Time Scanner (set 1, System 16A, FD1089B 317-0024)",1987,Sega,Action (Multiplayer),Sega System 16
timescan,"Time Scanner (set 2, System 16B)",1987,Sega,Action (Multiplayer),Sega System 16
timescan3,"Time Scanner (set 3, Japan, System 16B) (FD1089B 317-0024)",1987,Sega,Action (Multiplayer),Sega System 16
tokisens,"Toki no Senshi - Chrono Soldier (MC-8123, 317-0040)",1987,Sega,Action (Multiplayer),Sega Arcade Hardware
tokisensa,Toki no Senshi - Chrono Soldier (prototype?),1987,Sega,Action (Multiplayer),Sega Arcade Hardware
megrescu,Megumi Rescue,1987,Sega / Exa,Dial/Paddle,Sega Arcade Hardware
blockgal,"Block Gal (MC-8123B, 317-0029)",1987,Sega / Vic Tokai,Puzzle,Sega Arcade Hardware
wbml,"Wonder Boy: Monster Land (Japan New Ver., MC-8123, 317-0043)",1987,Sega / Westone,Action (Multiplayer),Sega Arcade Hardware
wbmljo,"Wonder Boy: Monster Land (Japan Old Ver., MC-8123, 317-0043)",1987,Sega / Westone,Action (Multiplayer),Sega Arcade Hardware
airraid,Air Raid (Single PCB),1987,Seibu Kaihatsu,Action (Multiplayer),Arcade Hardware (Unknown)
mustachei,Mustache Boy (Italy),1987,Seibu Kaihatsu (International Games license),Action (Multiplayer),Arcade Hardware (Unknown)
cshooter,Cross Shooter (Single PCB),1987,Seibu Kaihatsu (J.K.H. license),Shooter,Arcade Hardware (Unknown)
mustache,Mustache Boy (Japan),1987,Seibu Kaihatsu (March license),Action (Multiplayer),Arcade Hardware (Unknown)
cshootert,Cross Shooter (2 PCB Stack),1987,Seibu Kaihatsu (Taito license),Shooter,Arcade Hardware (Unknown)
popnrun,Pop'n Run - The Videogame (set 1),1987,Seibu Kaihatsu / Yukai Tsukai,Action (Multiplayer),Arcade Hardware (Unknown)
popnruna,Pop'n Run - The Videogame (set 2),1987,Seibu Kaihatsu / Yukai Tsukai,Action (Multiplayer),Arcade Hardware (Unknown)
vidchal,Video Challenger,1987,Select Merchandise,Arcade,Arcade Hardware (Unknown)
mquake,Moonquake,1987,Sente,Action (Multiplayer),Arcade Hardware (Unknown)
tndrcade,Thundercade / Twin Formation,1987,Seta (Taito license),Action (Multiplayer),Arcade Hardware (Unknown)
